Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
4.1064E-3,16.026911949,0.22380743,0.168115942,0.086956522,0
4.10919E-3,16.437831168,0.223925446,0.165217391,0.086956522,0
4.4139E-3,16.825801757,0.236601571,0.162318841,0.086956522,0
4.52691E-3,17.336466082,0.241198238,0.15942029,0.101449275,0
4.53878E-3,17.79034402,0.241677646,0.156521739,0.101449275,0
4.55174E-3,18.245518359,0.242200753,0.153623188,0.101449275,0
4.63716E-3,18.709234136,0.245629327,0.150724638,0.101449275,0
4.66489E-3,19.175722838,0.246735731,0.147826087,0.101449275,0
4.70653E-3,19.646375568,0.248391107,0.144927536,0.101449275,0
4.81049E-3,20.127424427,0.252492418,0.142028986,0.115942029,0
4.87252E-3,20.614676083,0.254918193,0.139130435,0.115942029,0
5.21224E-3,21.135899715,0.267929509,0.136231884,0.115942029,0
5.26496E-3,21.662395237,0.269908029,0.133333333,0.115942029,0
5.28184E-3,22.190579045,0.270539377,0.130434783,0.115942029,0
5.44158E-3,22.618226568,0.276459444,0.127536232,0.115942029,0
5.65363E-3,23.304620998,0.284171223,0.124637681,0.144927536,0
5.79052E-3,23.883672848,0.289062818,0.12173913,0.144927536,0
6.0866E-3,24.492332729,0.29941766,0.11884058,0.144927536,0
6.21932E-3,24.966741234,0.303962142,0.115942029,0.144927536,0
6.26178E-3,25.118511007,0.305403562,0.115942029,0.15942029,0
6.32545E-3,25.751055536,0.3075536,0.113043478,0.15942029,0
6.48047E-3,26.399102914,0.312734033,0.110144928,0.15942029,0
6.49548E-3,27.048651095,0.313231429,0.107246377,0.15942029,0
6.64372E-3,27.713022647,0.318105793,0.104347826,0.15942029,0
6.68566E-3,28.381588609,0.319472505,0.101449275,0.15942029,0
6.75455E-3,29.057043258,0.321705276,0.098550725,0.15942029,0
6.90406E-3,29.747449435,0.326501333,0.095652174,0.15942029,0
7.2682E-3,30.474269707,0.337903079,0.092753623,0.15942029,0
7.27088E-3,31.201357244,0.337985337,0.089855072,0.15942029,0
7.38159E-3,31.939516144,0.341374952,0.086956522,0.15942029,0
8.08264E-3,32.520009034,0.362057793,0.084057971,0.15942029,0
8.39549E-3,32.779065316,0.370874501,0.084057971,0.173913043,0
8.54867E-3,33.633931991,0.375102913,0.08115942,0.173913043,0
8.74068E-3,33.856021103,0.380323734,0.07826087,0.188405797,0
9.23328E-3,34.425790985,0.393327138,0.07826087,0.202898551,0
9.30375E-3,34.507308613,0.395143059,0.07826087,0.217391304,0
9.76538E-3,35.413192665,0.406773759,0.075362319,0.231884058,0
9.83295E-3,35.552996273,0.408438795,0.075362319,0.246376812,0
9.8668E-3,36.539676547,0.409269505,0.072463768,0.246376812,0
1.00948E-2,37.54916102,0.414804898,0.069565217,0.246376812,0
1.04041E-2,37.850487047,0.422147546,0.066666667,0.246376812,0
1.07641E-2,38.201311346,0.430467551,0.066666667,0.260869565,0
1.09458E-2,38.378370781,0.434576304,0.066666667,0.275362319,0
1.12493E-2,38.674091996,0.441308044,0.066666667,0.289855072,0
1.14514E-2,39.819236995,0.445703569,0.063768116,0.289855072,0
1.20998E-2,41.029221766,0.459347678,0.060869565,0.289855072,0
1.28084E-2,41.903443681,0.473510103,0.057971014,0.304347826,0
1.31671E-2,42.345928366,0.480399256,0.057971014,0.31884058,0
1.31951E-2,43.665440581,0.480930589,0.055072464,0.31884058,0
1.32972E-2,43.853535187,0.482854753,0.052173913,0.31884058,0
1.39524E-2,45.06067652,0.494871865,0.052173913,0.333333333,0
1.42688E-2,46.487559255,0.500478841,0.049275362,0.347826087,0
1.46111E-2,47.357445211,0.506403862,0.046376812,0.347826087,0
1.48532E-2,47.972877651,0.510511542,0.046376812,0.362318841,0
1.55395E-2,49.526823034,0.521791265,0.043478261,0.362318841,0
1.60326E-2,51.130080593,0.529580601,0.04057971,0.362318841,0
1.73473E-2,52.864808057,0.549159059,0.037681159,0.362318841,0
1.81962E-2,53.60778076,0.560957565,0.034782609,0.376811594,0
1.84446E-2,53.825184698,0.564294069,0.034782609,0.434782609,0
1.87564E-2,54.098069297,0.56841094,0.034782609,0.449275362,0
1.93044E-2,54.577702983,0.575461466,0.034782609,0.463768116,0
1.9585E-2,54.823306639,0.578983354,0.034782609,0.47826087,0
2.12494E-2,56.748464663,0.598727863,0.031884058,0.47826087,0
2.12626E-2,56.763698985,0.598876725,0.031884058,0.492753623,0
2.18245E-2,57.590486098,0.605126194,0.028985507,0.536231884,0
2.28537E-2,59.252527635,0.616082281,0.028985507,0.550724638,0
2.434E-2,59.966762794,0.630871943,0.026086957,0.550724638,0
2.77227E-2,61.592308412,0.660626657,0.026086957,0.565217391,0
2.86637E-2,62.044532548,0.668070197,0.026086957,0.594202899,0
2.94491E-2,62.738945998,0.674036724,0.023188406,0.623188406,0
3.05405E-2,63.849911903,0.681980977,0.023188406,0.637681159,0
3.16697E-2,64.99941609,0.689803223,0.023188406,0.652173913,0
3.20031E-2,65.338748469,0.692039309,0.023188406,0.666666667,0
3.28969E-2,67.145522467,0.697878902,0.020289855,0.666666667,0
3.36687E-2,68.705623393,0.702745932,0.020289855,0.68115942,0
3.45654E-2,71.076193463,0.708206741,0.017391304,0.68115942,0
3.49923E-2,72.204850064,0.710736804,0.017391304,0.695652174,0
3.71802E-2,74.234742774,0.723044562,0.014492754,0.710144928,0
3.85413E-2,75.497555199,0.730186485,0.014492754,0.724637681,0
3.92196E-2,76.126805577,0.733609499,0.014492754,0.739130435,0
4.05939E-2,77.218156128,0.740285919,0.011594203,0.739130435,0
4.06613E-2,77.271734168,0.740605079,0.011594203,0.753623188,0
4.24168E-2,78.665750275,0.748641953,0.011594203,0.768115942,0
4.41778E-2,80.064184465,0.756218997,0.011594203,0.782608696,0
4.46801E-2,80.463067467,0.75829722,0.011594203,0.797101449,0
4.48699E-2,80.613798115,0.759073348,0.011594203,0.811594203,0
5.00884E-2,83.451667581,0.778617588,0.008695652,0.811594203,0
5.05638E-2,83.710150401,0.780241338,0.008695652,0.826086957,0
5.49801E-2,86.111813053,0.794262073,0.008695652,0.84057971,0
5.75364E-2,89.882448962,0.801589066,0.005797101,0.855072464,0
5.89785E-2,92.009663539,0.805496886,0.005797101,0.869565217,0
6.62843E-2,94.799451571,0.823143443,0.002898551,0.869565217,0
7.05142E-2,96.414678996,0.831969833,0.002898551,0.884057971,0
7.99034E-2,100,0.848727597,0.002898551,0.898550725,0
8.29606E-2,100,0.853485485,0,0.898550725,0
9.32243E-2,100,0.867478536,0,0.913043478,0
1.03534E-1,100,0.879079349,0,0.927536232,0
1.0713E-1,100,0.882661315,0,0.942028986,0
1.08158E-1,100,0.883647634,0,0.956521739,0
1.13768E-1,100,0.888745981,0,0.971014493,0
1.20203E-1,100,0.894071085,0,0.985507246,0
