x,y,Balaenoptera.physalus_AllData_RUN1 logistic values
7.79166666666667,42.2916666666667,0.34137496
16.875,39.9583333333333,0.014522034
1.79166666666667,40.7083333333333,1.1215697E-16
1.54166666666667,38.7083333333333,0.21423265
0.458333333333333,38.625,0.005585754
7.29166666666667,40.7083333333333,0.026648832
6.375,39.2083333333333,0.01074613
1.70833333333333,39.9583333333333,5.0286315E-5
11.5416666666667,41.5416666666667,0.006248802
12.7916666666667,40.875,2.2964451E-7
10.125,43.625,0.047205664
3.45833333333333,43.125,2.4014309E-8
13.2916666666667,40.2083333333333,0.011507272
7.79166666666667,41.7916666666667,0.20859155
15.2083333333333,37.2916666666667,0.07956675
9.79166666666667,43.9583333333333,0.014038438
8.70833333333333,37.7083333333333,0.057320517
11.5416666666667,41.2916666666667,0.029672507
12.375,40.625,2.9585994E-4
5.375,42.7916666666667,1.851632E-39
0.708333333333333,39.125,0.012014468
9.70833333333333,43.125,0.24167764
12.0416666666667,39.0416666666667,0.015981521
17.125,40.0416666666667,0.0046748267
7.375,41.7916666666667,0.07896205
5.375,40.875,0.021360664
8.79166666666667,44.125,0.2549182
7.79166666666667,42.0416666666667,0.25249243
8.625,37.4583333333333,0.01480164
1.625,41.0416666666667,4.499285E-19
11.375,41.625,0.024514515
2.04166666666667,41.0416666666667,5.5846616E-11
10.625,37.2083333333333,0.003545195
0.375,38.2916666666667,0.0020516987
12.875,40.2916666666667,0.0012692023
16.5416666666667,37.625,8.05513E-4
7.875,37.9583333333333,0.015004286
2.875,41.4583333333333,0.0050012944
6.125,40.9583333333333,0.011092824
7.20833333333333,42.2916666666667,0.20690681
0.125,39.4583333333333,0.0015897785
6.625,40.4583333333333,0.0022581415
11.4583333333333,40.7083333333333,0.080662645
19.0416666666667,40.2083333333333,1.4212824E-4
13.375,40.9583333333333,0.0014200705
16.125,37.875,0.041406713
0.125,39.2083333333333,9.839428E-4
4.54166666666667,40.4583333333333,8.8407757E-4
11.875,39.7916666666667,0.0030109445
2.125,38.625,0.17843807
7.875,42.0416666666667,0.2781175
6.54166666666667,42.2083333333333,0.19532467
2.20833333333333,40.875,9.515467E-9
-0.0416666666666667,37.9583333333333,1.5900117E-4
0.0416666666666667,37.7083333333333,9.203277E-4
18.5416666666667,39.625,0.26990804
8.125,42.4583333333333,0.4809306
13.2083333333333,40.2083333333333,0.014362962
5.04166666666667,43.125,0.0
8.29166666666667,42.5416666666667,0.45934767
0.625,36.7916666666667,3.806894E-4
7.125,42.2916666666667,0.20456998
15.0416666666667,38.2916666666667,0.0032650665
13.7916666666667,40.625,1.692941E-5
7.125,42.375,0.2483911
9.79166666666667,43.875,0.0142296245
10.0416666666667,41.875,0.7590734
11.5416666666667,42.0416666666667,0.022765068
10.5416666666667,39.2083333333333,0.017998453
9.70833333333333,42.625,0.5295806
18.2916666666667,38.9583333333333,0.009155595
3.29166666666667,41.375,0.0019565853
10.625,38.0416666666667,0.24119824
9.04166666666667,43.2916666666667,0.8054969
11.375,40.9583333333333,0.14908938
10.125,39.375,0.050181076
7.70833333333333,42.875,0.16448404
13.875,40.625,1.0384708E-5
0.791666666666667,38.7916666666667,0.018785313
12.0416666666667,39.5416666666667,0.0022549692
7.04166666666667,41.2083333333333,0.014136941
15.375,38.5416666666667,0.013798953
9.54166666666667,38.375,0.1739284
6.125,41.625,0.052236065
12.2083333333333,41.2916666666667,2.1456872E-5
16.375,37.0416666666667,6.7797035E-4
6.20833333333333,42.375,0.29941767
1.79166666666667,39.5416666666667,0.009728973
1.95833333333333,40.7916666666667,9.55118E-13
8.875,43.375,0.57898337
1.04166666666667,37.7083333333333,2.8888776E-4
4.20833333333333,43.375,0.0
10.7916666666667,39.375,0.022905014
1.375,40.4583333333333,1.5050173E-26
6.79166666666667,43.0416666666667,0.50047886
8.79166666666667,43.7083333333333,0.1869869
8.125,38.5416666666667,0.02731221
0.541666666666667,37.625,0.0012598414
7.54166666666667,42.125,0.19405957
8.375,42.5416666666667,0.49487185
15.2083333333333,39.0416666666667,0.0033985155
5.20833333333333,41.9583333333333,0.060118973
9.875,39.125,0.115543775
6.875,40.0416666666667,0.006744179
11.625,39.0416666666667,0.0493636
1.04166666666667,38.2083333333333,0.021972967
11.0416666666667,38.7083333333333,0.3075536
2.20833333333333,39.2916666666667,0.081034884
1.70833333333333,41.0416666666667,8.291866E-18
0.375,37.375,0.0017551399
0.0416666666666667,38.4583333333333,8.412347E-4
17.125,38.5416666666667,0.043891255
11.625,41.2083333333333,0.015200544
10.2083333333333,38.0416666666667,0.24562933
14.375,39.875,0.0066883685
2.20833333333333,40.5416666666667,9.838398E-9
0.958333333333333,40.125,8.2449606E-22
8.20833333333333,41.2916666666667,0.3708745
7.04166666666667,42.7916666666667,0.31273404
2.54166666666667,39.125,0.2054318
6.70833333333333,42.0416666666667,0.1321033
7.79166666666667,41.875,0.22392544
9.20833333333333,37.4583333333333,0.15645894
8.54166666666667,43.9583333333333,0.3194725
12.625,38.7916666666667,0.02657806
8.29166666666667,44.0416666666667,0.16831772
13.375,40.4583333333333,2.2391208E-4
4.29166666666667,43.4583333333333,0.0
