X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
8.045667,41.151667,train,0.018234831261321624,53.641591502114444,0.5614802338845498
11.44767,41.612371,train,2.184037854567167E-4,0.8185116703665671,0.01510407219211544
9.012483,42.886383,train,0.10815842393899754,100.0,0.8836476339338559
8.35167,41.97267,train,0.042416791910386845,78.66574385116004,0.7486419532748994
10.792869,41.900784,train,0.008740675879277127,33.85601633674989,0.38032373398847097
8.51967,42.59167,train,0.06628432027593903,94.7994593135596,0.8231434428535906
10.633735,41.804062,train,0.02182448865369564,57.59046940289726,0.6051261937949436
8.419167,41.283,train,0.018260917218426268,53.66442237893026,0.5618321830784935
10.160285,41.233162,train,0.028663703315703976,62.04453547958828,0.6680701968015998
9.776933,40.977733,train,0.03854131621350254,75.49757024006237,0.7301864854225261
8.179,41.227,train,0.034992266718372994,72.20476207260153,0.7107368043469203
8.6005,41.6715,train,0.04066133832268907,77.27176459947013,0.7406050792331037
8.461,42.68233,train,0.024340001879562503,59.96676369721772,0.6308719431542612
8.340667,41.208167,train,0.03289693717403926,67.14559760985188,0.6978789020860917
8.50745,42.721367,train,0.04468011361690016,80.46307828093143,0.7582972200189385
8.30853,42.41883,train,0.008556754410322097,33.643282855587664,0.37532459459639894
8.124167,41.106833,train,0.03718019105463464,74.23473447465729,0.7230445617012287
8.883367,42.833333,train,0.10353425246261216,100.0,0.879079349089009
7.890667,42.15,train,0.006219322613666431,24.966750576335397,0.30396214224215057
8.325833,42.572,train,0.012099847704809649,41.02928062091115,0.4593476784280428
8.510333,42.772833,train,0.027722654798931767,61.59228669077187,0.6606266565796539
8.57383,41.65267,train,0.021262583005656307,56.763679371567875,0.5988767245399315
7.89867,42.0239,train,0.00548678938402942,22.764566909341784,0.27811751664459533
7.8802,41.847389,train,0.004724598867537529,19.72998472644893,0.24910726497208505
8.340467,42.618683,train,0.01280842289403587,41.903471922595344,0.4735101028420806
8.635167,42.7725,train,0.050088444485236305,83.4516917683566,0.7786175877586444
8.31667,42.31767,train,0.010404081799181026,37.850469315411026,0.42214754627570783
11.31389,41.81111,train,4.055973352284629E-4,1.5800232215206391,0.0276912671149775
9.934767,40.547783,train,0.019304367771738398,54.57767477540894,0.575461466243072
8.371,42.2945,train,0.018241879649102583,53.647760371921734,0.5615753857794418
10.63997,41.927063,train,0.0187563552959672,54.098030172426355,0.5684109399211964
8.205833,42.455,train,0.010945824653788674,38.378394802905575,0.43457630360415844
9.61376,41.668961,train,0.03166973207660907,64.99944873736672,0.6898032233265409
9.203333,43.006,train,0.10712956095193192,100.0,0.8826613146350402
10.070639,41.663757,train,0.08296061000744274,100.0,0.8534854845534926
10.440463,41.94212,train,0.02799555056638781,61.72343446050355,0.6628193640783748
8.52665,42.52628,train,0.07051423068149666,96.41469071190917,0.8319698334471265
8.04897,42.120491,train,0.008082635871790958,32.52000561570459,0.36205779312493197
10.9,42.3167,train,0.00544157979918961,22.61822603040099,0.27645944439365866
8.315917,42.655017,train,0.013297206847807996,43.853547803410365,0.48285475346322504
8.117167,41.175,train,0.028859117162333796,62.21731113965447,0.6695751321963598
8.441111,42.321944,train,0.044177809093060856,80.06419168591859,0.7562189970327888
7.986833,41.123833,train,0.009765377261488871,35.41318729105645,0.4067737590411368
9.950733,41.033883,train,0.034565373325309366,71.07612294418294,0.7082067408694408
8.344,42.169,train,0.018444567011062365,53.8251558255163,0.5642940690821306
8.21483,41.77167,train,0.010764116680499371,38.20132760048428,0.43046755080988786
9.8472,43.0519,train,0.0016231564562521068,6.67540068631293,0.102312587570743
8.81949,41.15461,train,0.09322426420745404,100.0,0.8674785362404434
8.617833,42.705833,train,0.1202026315354834,100.0,0.8940710848527927
8.333717,42.573033,train,0.013952359389391244,45.060601698961555,0.4948718645539261
9.781983,41.122183,train,0.05056376498599627,83.71013136330875,0.7802413379420186
8.62467,41.81917,train,0.057536393013267254,89.8824386563139,0.8015890655016181
11.360938,41.7565,train,2.742535945506923E-4,1.0225694790653244,0.0188934834806907
8.4395,42.750367,train,0.017347274648039212,52.86477460545771,0.5491590586130594
8.609333,42.624833,train,0.1137675464815786,100.0,0.8887459811019953
10.524995,41.93755,train,0.01819616896471302,53.607753597352975,0.5609575647307523
8.180825,42.051559,train,0.009303752310642134,34.507313147310725,0.3951430592504109
8.40417,42.15233,train,0.021371406826592908,56.9237987928545,0.6001024525863033
8.477833,41.245833,train,0.04059386868428073,77.21813125975618,0.740285918909538
11.146321,41.893864,train,0.0010229188522456966,4.141669617479754,0.06701318196438368
8.422,42.6525,train,0.021445088790809176,57.03221541231443,0.6009281189887935
9.616617,42.65815,train,0.021249411929341256,56.7484784308353,0.59872786328253
8.182,41.059333,train,0.030540462632257917,63.84987386535349,0.6819809766606703
9.702833,43.033333,train,0.009233275517838542,34.42578580067072,0.39332713838670796
8.455,41.866667,train,0.0550251611878581,86.17827995165821,0.7943957682398692
10.2086,42.8147,train,0.0011927280189415101,4.574108828171134,0.07727799552013634
10.90257,40.818062,train,0.004413903286327733,16.82581660710471,0.236601571184608
8.58533,41.6525,train,0.02944905308010753,62.7389045136552,0.6740367235267363
8.226111,42.573611,train,0.014611059434884348,47.357342122994126,0.5064038624574712
