Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
2.58208E-2,71.316319994,0.718239542,0.023188406,0.710144928,0
2.63169E-2,71.546970406,0.722075,0.023188406,0.724637681,0
2.76471E-2,72.165386759,0.731861406,0.023188406,0.782608696,0
2.82048E-2,72.424654036,0.735762239,0.023188406,0.797101449,0
2.88075E-2,72.704864507,0.73985253,0.023188406,0.826086957,0
2.93221E-2,72.944085876,0.7432456,0.023188406,0.855072464,0
2.98964E-2,73.211059296,0.74692929,0.023188406,0.869565217,0
3.0572E-2,73.525146716,0.751129978,0.023188406,0.884057971,0
3.11869E-2,76.643836306,0.754834081,0.020289855,0.884057971,0
3.12279E-2,79.766628997,0.755077313,0.017391304,0.884057971,0
3.19985E-2,80.820724809,0.759557126,0.014492754,0.898550725,0
3.36907E-2,83.135702204,0.768842626,0.014492754,0.913043478,0
3.41641E-2,83.551285671,0.771312964,0.011594203,0.927536232,0
3.64254E-2,85.536595757,0.782420963,0.011594203,0.942028986,0
3.80214E-2,86.9378454,0.789633017,0.011594203,0.956521739,0
4.01314E-2,90.950985911,0.798464338,0.008695652,0.956521739,0
4.14191E-2,95.092896026,0.803498762,0.005797101,0.956521739,0
4.23268E-2,95.675001849,0.806899061,0.002898551,0.971014493,0
4.37037E-2,96.557952135,0.811837827,0.002898551,0.985507246,0
4.9071E-2,100,0.828897512,0.002898551,1,0
