X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
8.09412,43.2501,train,0.012031876056214324,52.61927917177001,0.5780337018270956
7.9764,43.5638,train,0.010858388293620872,43.16036040358632,0.5528234368941065
8.0472,43.32473,train,0.012079600237607836,52.68001721315958,0.5789989555201992
8.468333,43.716667,train,0.008152946602509769,31.393397746712765,0.4813902674803743
7.6065,43.429,train,0.016825822352129642,83.09436252295374,0.6570244365956769
8.46739,43.37957,train,0.010008040540473022,38.391868407058354,0.5325877603952549
8.006333,43.627,train,0.01134290113651811,46.516879256187195,0.563588644620442
7.90133,43.30037,train,0.0127844385547864,53.57765481237763,0.5927573567846184
8.282867,43.65355,train,0.008639933331044814,32.212644859425275,0.4958856244762047
8.443667,43.488167,train,0.009694474292141105,36.42937769001205,0.524655816761449
8.20208,43.46238,train,0.011670880927409465,51.61920185725345,0.5705864350407468
8.3217,43.7035,train,0.010015131173256628,38.41625060691581,0.5327640648788166
7.857717,43.560717,train,0.011534409313751682,49.96180872196578,0.5677021163742831
7.916,43.359333,train,0.01600742787794146,81.18174012298566,0.6457020884711163
8.3376,43.7885,train,0.01444360903181873,66.62639364790083,0.6218479615423331
7.991467,43.601383,train,0.012618071071848815,53.36544838235914,0.5895915821242307
7.771333,43.580667,train,0.014471901215729211,66.78804854991877,0.622308019690243
8.248467,43.563967,train,0.010800374515016283,42.544280813062194,0.5514987418924635
7.908907,43.72432,train,0.013737067685536734,61.96139380508958,0.6099840347674679
7.6635,43.520667,train,0.014435863363422983,66.5821370368802,0.6217218140305059
7.7335,43.389,train,0.01900956214081601,88.1245410580812,0.6839726958523691
8.12965,43.597483,train,0.010487725811969318,39.8884014708415,0.5442223621627813
8.022333,43.549833,train,0.011437924082510166,47.94654641084761,0.5656394147715539
7.86993,43.45977,train,0.01573049977248299,79.38734691598358,0.6416996477632086
8.0856,43.448133,train,0.012291791393425958,52.950080763296064,0.5832377356103656
8.099566,43.55116,train,0.011556532805053024,50.416907096553636,0.5681723235924612
8.22326,43.39085,train,0.011861704446468073,52.40268773485255,0.5745555399483037
8.2202,43.7221,train,0.009852863649071028,37.67003613365989,0.5286957812867502
8.3349,43.639867,train,0.00899983146980146,33.60145397301792,0.5060879770034773
7.923167,43.2915,train,0.012270163127152815,52.922544500334176,0.5828095949710493
7.962983,43.690067,train,0.017846116155401204,84.67729971526032,0.6701653848098785
8.3458,43.7391,train,0.008630164218147253,32.182256628161085,0.4956028117731804
7.75239,43.39901,train,0.016397583451850363,82.31382044468083,0.6511916209893365
8.148083,43.721267,train,0.011860729464259406,52.40144679461663,0.5745354469386909
8.300083,43.57805,train,0.009614685800718755,36.16351137405046,0.5225943418934382
8.255809,43.31776,train,0.01100423542083423,43.84948872037285,0.5561194209472823
7.79959,43.61882,train,0.014472561672793696,66.79181927352161,0.6223187459874838
7.855017,43.6509,train,0.01242602839669227,53.12098531106617,0.58587548555158
8.21687,43.25793,train,0.01150854139232302,49.226863122518026,0.5671510256765581
7.98445,43.351583,train,0.013511414438428087,60.37156649465778,0.6060365363505619
8.041467,43.42028,train,0.012417309782978083,53.109885969344276,0.5857051795609932
8.047587,43.36389,train,0.012879670055829394,54.85023278522919,0.5945476154367194
8.248953,43.64053,train,0.009782828081395365,36.7237642383891,0.526917917329813
7.816967,43.468267,train,0.015286031521800383,75.43471393166733,0.6350832156142455
7.919823,43.48097,train,0.01431199140850344,65.87545278179958,0.6196929135160733
8.4602,43.7796,train,0.009078635881006734,34.04934203640392,0.508267048517064
8.38933,43.4546,train,0.009914221764834894,38.06920116013137,0.530242421088557
7.694833,43.594667,train,0.016535567525766067,82.67307715872133,0.6530925745742392
8.6216,43.764,train,0.009982504693880753,38.30405958461003,0.5319517224328681
8.197383,43.752833,train,0.011270168930103757,46.13350148676446,0.5620058185636597
8.0179,43.667,train,0.016531989839001802,82.66788438688305,0.6530435478447036
7.715936,43.54427,train,0.014309470482534342,65.86107100594286,0.6196513972410488
7.603,43.5845,train,0.015486792584064383,75.9010601556195,0.638101789460524
8.60823,43.89394,train,0.01548889555379027,75.90594628741185,0.6381331447134013
7.924583,43.818133,train,0.001957274947848766,10.40000947428784,0.18223177799628612
8.035367,43.832517,train,0.0028323990664720854,12.748738354255742,0.24384222377720585
8.25511,43.35888,train,0.01090915425250927,43.40003666017325,0.5539762308105305
8.125823,43.378288,train,0.012560744108103148,53.29248684054858,0.5884892857149845
8.43325,43.581867,train,0.008964462891810559,33.36358679552902,0.5051036861231013
7.6875,43.463,train,0.015465503756157144,75.85159676221971,0.6377840670990379
8.355667,43.540833,train,0.009279780232551766,34.51355641470653,0.5137428188724773
8.484177,44.1039,train,0.002921440365647367,12.952576836966365,0.24959452933423595
8.331333,43.479667,train,0.010505935030127339,40.14255118698728,0.5446526204053718
8.357483,43.39052,train,0.011046246619886374,44.047960279129285,0.5570598333120438
7.659811,43.70383,train,0.004023151754363856,15.77680921519548,0.3141502671663109
8.6908,43.58931,train,0.008614609740495082,32.13387218741971,0.49515185917396476
8.71725,43.57655,train,0.009422032956510635,34.84188205064577,0.5175423313785461
8.449217,43.58658,train,0.008576468133695133,32.015230296833984,0.4940426442474692
8.530667,43.5175,train,0.00852978855146285,31.946693903193147,0.49267848144381404
8.5756,43.39253,train,0.00959142434972552,36.08600099388857,0.5219899711722581
