x,y,Balaenoptera.physalus_AllData_RUN1 logistic values
11.4583333333333,40.7916666666667,0.066164486
6.20833333333333,42.125,0.71565264
0.0416666666666667,37.625,0.034360703
8.95833333333333,41.375,0.052360144
10.7916666666667,40.9583333333333,0.13867564
10.2916666666667,39.4583333333333,0.053011086
10.2083333333333,41.625,0.37283736
9.70833333333333,42.9583333333333,0.059798118
8.125,42.5416666666667,0.32985836
10.125,43.625,0.02953613
8.54166666666667,43.625,0.4751346
6.375,42.7916666666667,0.5970313
7.79166666666667,41.7916666666667,0.23311599
8.70833333333333,42.625,0.066951305
11.9583333333333,39.5416666666667,0.0026321348
8.625,41.0416666666667,0.042884316
10.5416666666667,41.875,0.3160156
9.70833333333333,43.125,0.07656907
7.29166666666667,42.9583333333333,0.57066697
10.0416666666667,41.375,0.34236124
8.79166666666667,44.125,0.37737873
7.79166666666667,42.0416666666667,0.27568233
6.20833333333333,42.2083333333333,0.7348012
0.125,37.875,0.0301041
10.2083333333333,41.0416666666667,0.29533446
7.54166666666667,43.7083333333333,0.38551456
11.9583333333333,39.625,0.002641311
10.4583333333333,41.4583333333333,0.39149818
9.625,43.4583333333333,0.11586151
8.70833333333333,41.625,0.07709744
8.625,41.4583333333333,0.22492214
6.20833333333333,41.625,0.484294
2.20833333333333,41.2083333333333,0.14920166
7.20833333333333,42.2916666666667,0.47342914
11.5416666666667,41.625,0.13190645
9.79166666666667,39.125,0.07593187
10.0416666666667,43.125,0.034765195
6.04166666666667,40.4583333333333,0.08173256
1.54166666666667,40.875,0.1514381
15.5416666666667,37.7083333333333,0.031859256
1.79166666666667,41.125,0.061376467
11.7916666666667,41.625,0.11636025
8.04166666666667,42.7916666666667,0.4620761
7.95833333333333,41.5416666666667,0.2054711
7.04166666666667,42.875,0.5595723
7.875,42.0416666666667,0.2603444
7.29166666666667,43.625,0.4176636
8.20833333333333,41.7916666666667,0.30391344
5.875,40.9583333333333,0.20970012
10.625,41.5416666666667,0.34656683
9.125,43.625,0.5032888
8.79166666666667,43.5416666666667,0.49584618
9.875,42.7083333333333,0.06635496
5.70833333333333,40.7083333333333,0.12929046
9.70833333333333,41.625,0.17061538
10.2916666666667,38.125,0.023041526
8.45833333333333,37.7916666666667,0.031615183
10.0416666666667,41.875,0.17672423
8.70833333333333,41.375,0.12252569
9.70833333333333,42.625,0.045820348
7.29166666666667,43.125,0.55582345
6.375,41.2916666666667,0.31085232
7.95833333333333,42.2083333333333,0.27569163
7.375,42.7916666666667,0.5438073
6.95833333333333,41.7083333333333,0.33856097
7.54166666666667,42.7916666666667,0.5293185
6.20833333333333,41.375,0.37066787
9.79166666666667,41.5416666666667,0.2081496
6.95833333333333,42.2916666666667,0.5417313
0.791666666666667,39.5416666666667,0.090111956
1.375,40.125,0.15821138
0.291666666666667,38.375,0.008043609
0.791666666666667,38.7916666666667,0.027504208
6.625,42.375,0.6564379
6.125,41.875,0.6553165
9.875,43.7083333333333,0.04766746
6.625,40.625,0.1004626
13.2916666666667,41.125,0.0076762247
10.375,38.2083333333333,0.029875878
10.5416666666667,41.4583333333333,0.3849797
8.54166666666667,43.5416666666667,0.4780231
10.0416666666667,41.2083333333333,0.2061948
10.125,37.9583333333333,0.021688549
8.875,43.375,0.5583144
0.125,38.4583333333333,0.005992336
7.625,41.5416666666667,0.21138121
13.625,40.7083333333333,0.03066247
0.291666666666667,38.9583333333333,0.010211212
6.95833333333333,42.9583333333333,0.54324704
9.95833333333333,42.7916666666667,0.028980577
11.2916666666667,42.2083333333333,0.022819208
0.958333333333333,38.625,0.009561473
10.5416666666667,41.7083333333333,0.36619923
8.29166666666667,40.9583333333333,0.034200277
13.2083333333333,41.125,0.007853153
1.04166666666667,39.2083333333333,0.031796712
8.45833333333333,43.2916666666667,0.5367347
10.2083333333333,39.125,0.066665895
6.125,41.7083333333333,0.5537657
12.9583333333333,40.5416666666667,0.0095065
8.875,37.7083333333333,0.010493054
10.625,42.0416666666667,0.22465655
6.70833333333333,42.125,0.5642171
4.20833333333333,43.2916666666667,0.027609508
0.458333333333333,38.0416666666667,0.03576357
6.29166666666667,42.625,0.67636037
13.375,41.0416666666667,0.012905462
7.04166666666667,42.7916666666667,0.55235976
9.625,41.125,0.046045378
6.70833333333333,42.0416666666667,0.5439116
6.875,40.7083333333333,0.102164686
